model_key	model_label	model_id	run_id	worker_pod	lane	label	parent	relationship	source	confidence	start_s_after_container	end_s_after_container	duration_s	start_iso	end_iso
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_parent	KV/profile/warmup total		parent	engine.initialize_kv_caches_total	instrumented	51.083	107.716	56.633	2026-05-01T00:52:47.082Z	2026-05-01T00:53:43.716Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Determine available memory total	KV/profile/warmup total	nested	worker.determine_available_memory_total	instrumented	51.083	99.907	48.824	2026-05-01T00:52:47.082Z	2026-05-01T00:53:35.907Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Profile run	Determine available memory total	nested	worker.profile_run	instrumented	51.226	98.506	47.280	2026-05-01T00:52:47.226Z	2026-05-01T00:53:34.506Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	torch.compile	Profile run	nested	vllm.log.torch_compile	log-duration-derived	51.235	97.065	45.830	2026-05-01T00:52:47.235Z	2026-05-01T00:53:33.065Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Initial profiling/warmup forward	Profile run	nested	vllm.log.initial_profile_warmup	log-duration-derived	97.067	97.977	0.910	2026-05-01T00:53:33.067Z	2026-05-01T00:53:33.977Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Profile CUDA graph memory	Determine available memory total	nested	worker.profile_cudagraph_memory	instrumented	98.507	99.644	1.137	2026-05-01T00:53:34.506Z	2026-05-01T00:53:35.644Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Memory profiling context	Determine available memory total	nested	vllm.log.memory_profiling	log-duration-derived	51.227	99.907	48.680	2026-05-01T00:52:47.227Z	2026-05-01T00:53:35.907Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Engine initialize_from_config	KV/profile/warmup total	nested	engine.initialize_from_config	instrumented	99.909	107.716	7.807	2026-05-01T00:53:35.909Z	2026-05-01T00:53:43.716Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Worker KV allocation total	Engine initialize_from_config	nested	worker.initialize_from_config_total	instrumented	99.909	99.934	0.025	2026-05-01T00:53:35.909Z	2026-05-01T00:53:35.934Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Ensure KV transfer init	Worker KV allocation total	nested	worker.ensure_kv_transfer_initialized	instrumented	99.909	99.909	0.000	2026-05-01T00:53:35.908Z	2026-05-01T00:53:35.909Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Initialize KV cache	Worker KV allocation total	nested	worker.initialize_kv_cache	instrumented	99.909	99.934	0.025	2026-05-01T00:53:35.909Z	2026-05-01T00:53:35.934Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	compile_or_warm_up_model total	Engine initialize_from_config	nested	worker.compile_or_warm_up_model_total	instrumented	99.935	107.716	7.781	2026-05-01T00:53:35.935Z	2026-05-01T00:53:43.716Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Remove LoRAs after compile warmup	compile_or_warm_up_model total	nested	worker.remove_loras_after_compile_warmup	instrumented	99.935	99.935	0.000	2026-05-01T00:53:35.934Z	2026-05-01T00:53:35.935Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Kernel warmup	compile_or_warm_up_model total	nested	worker.kernel_warmup	instrumented	99.934	100.560	0.626	2026-05-01T00:53:35.934Z	2026-05-01T00:53:36.560Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	CUDA graph capture	compile_or_warm_up_model total	nested	worker.capture_model	instrumented	100.560	107.693	7.133	2026-05-01T00:53:36.560Z	2026-05-01T00:53:43.693Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_child	Sampler/V2 warmup	compile_or_warm_up_model total	nested	worker.sampler_warmup	instrumented	107.694	107.715	0.021	2026-05-01T00:53:43.693Z	2026-05-01T00:53:43.715Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	Engine post-init parent-process tail		additive	AsyncLLM.from_vllm_config return + parent bookkeeping	inferred-gap	107.716	109.104	1.388	2026-05-01T00:53:43.716Z	2026-05-01T00:53:45.104Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	Dynamo registration/discovery to first chat		additive	Dynamo registration + frontend first chat	inferred-gap	109.112	112.283	3.171	2026-05-01T00:53:45.112Z	2026-05-01T00:53:48.283Z
